filename,split,concentration,hour,mse,original_path
301_RGB.jpg,train,0.1ug,4,63.9638671875,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\1\New folder\4hr.tif
302_RGB.jpg,train,10ug,2,47.70849609375,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\2hr.tif
303_RGB.jpg,train,10ug,0,54.542236328125,D:\gs\angiogenesis data\SN4\cropped\10 ug\1\1\0hr.tif
304_RGB.jpg,train,1ug,4,57.1220703125,D:\gs\angiogenesis data\SN2\cropped\1ug\3\2\4hr.tif
305_RGB.jpg,train,10ug,2,56.428955078125,D:\gs\angiogenesis data\SN2\cropped\10ug\2\1\2hr.tif
306_RGB.jpg,train,10ug,24,67.58935546875,D:\gs\angiogenesis data\SN3\cropped\10ug\1\2\24hr.tif
307_RGB.jpg,train,0.1ug,4,58.811279296875,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\1\New folder\4hr.tif
308_RGB.jpg,train,1ug,24,55.005126953125,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\24hr.tif
309_RGB.jpg,train,1ug,2,55.37841796875,D:\gs\angiogenesis data\SN2\cropped\1ug\3\2\2hr.tif
30_RGB.jpg,train,1ug,4,68.27001953125,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\4hr.tif
310_RGB.jpg,train,10ug,2,68.998291015625,D:\gs\angiogenesis data\SN3\cropped\10ug\2\2\2hr.tif
311_RGB.jpg,train,1ug,8,55.08740234375,D:\gs\angiogenesis data\SN4\cropped\1ug\1\3\8hr.tif
312_RGB.jpg,train,1ug,32,54.671875,D:\gs\angiogenesis data\SN2\cropped\1ug\2\2\32hr.tif
313_RGB.jpg,train,0.1ug,8,62.119140625,D:\gs\angiogenesis data\SN3\cropped\0.1ug\3\1\8hr.tif
314_RGB.jpg,train,0.1ug,8,65.06884765625,D:\gs\angiogenesis data\SN3\cropped\0.1ug\3\1\8hr.tif
315_RGB.jpg,train,1ug,2,62.707275390625,D:\gs\angiogenesis data\SN3\cropped\1ug\2\2\2hr.tif
316_RGB.jpg,train,croppedcontrol,0,47.2802734375,D:\gs\angiogenesis data\SN4\cropped\cropped control\1\0hr.tif
317_RGB.jpg,train,10ug,4,57.3984375,D:\gs\angiogenesis data\SN3\cropped\10ug\1\2\4hr.tif
318_RGB.jpg,train,10ug,8,62.730224609375,D:\gs\angiogenesis data\SN2\cropped\10ug\2\2\8hr.tif
319_RGB.jpg,train,1ug,32,66.930908203125,D:\gs\angiogenesis data\SN2\cropped\1ug\3\1\32hr.tif
31_RGB.jpg,train,10ug,8,78.9072265625,D:\gs\angiogenesis data\SN1\cropped\10ug\3\2\8hr.tif
320_RGB.jpg,train,1ug,4,62.6962890625,D:\gs\angiogenesis data\SN3\cropped\1ug\2\2\4hr.tif
321_RGB.jpg,train,0.1ug,8,62.76416015625,D:\gs\angiogenesis data\SN3\cropped\0.1ug\3\1\8hr.tif
322_RGB.jpg,train,10ug,4,53.076416015625,D:\gs\angiogenesis data\SN3\cropped\10ug\2\2\4hr.tif
323_RGB.jpg,train,1ug,8,52.921142578125,D:\gs\angiogenesis data\SN3\cropped\1ug\2\2\8hr.tif
324_RGB.jpg,train,1ug,8,80.68310546875,D:\gs\angiogenesis data\SN3\cropped\1ug\2\0\8hr.tif
325_RGB.jpg,train,croppedcontrol,0,45.61279296875,D:\gs\angiogenesis data\SN4\cropped\cropped control\1\0hr.tif
326_RGB.jpg,train,10ug,4,60.441650390625,D:\gs\angiogenesis data\SN3\cropped\10ug\1\2\4hr.tif
327_RGB.jpg,train,10ug,4,54.30810546875,D:\gs\angiogenesis data\SN3\cropped\10ug\2\1\4hr.tif
328_RGB.jpg,train,0.1ug,24,65.787841796875,D:\gs\angiogenesis data\SN3\cropped\0.1ug\3\1\24hr.tif
329_RGB.jpg,train,10ug,4,49.09619140625,D:\gs\angiogenesis data\SN3\cropped\10ug\3\2\4hr.tif
32_RGB.jpg,train,1ug,2,55.5771484375,D:\gs\angiogenesis data\SN4\cropped\1ug\1\3\2hr.tif
330_RGB.jpg,train,0.1ug,8,56.812744140625,D:\gs\angiogenesis data\SN3\cropped\0.1ug\2\2\8hr.tif
331_RGB.jpg,train,0.1ug,4,60.1279296875,D:\gs\angiogenesis data\SN3\cropped\0.1ug\2\2\4hr.tif
332_RGB.jpg,train,1ug,0,59.52587890625,D:\gs\angiogenesis data\SN3\cropped\1ug\2\2\0hr.tif
333_RGB.jpg,train,0.1ug,4,68.504150390625,D:\gs\angiogenesis data\SN3\cropped\0.1ug\2\2\4hr.tif
334_RGB.jpg,train,0.1ug,24,54.064697265625,D:\gs\angiogenesis data\SN3\cropped\0.1ug\3\1\24hr.tif
335_RGB.jpg,train,1ug,8,63.737548828125,D:\gs\angiogenesis data\SN3\cropped\1ug\2\2\8hr.tif
336_RGB.jpg,train,1ug,8,57.324951171875,D:\gs\angiogenesis data\SN3\cropped\1ug\2\2\8hr.tif
337_RGB.jpg,train,1ug,8,57.9599609375,D:\gs\angiogenesis data\SN3\cropped\1ug\2\2\8hr.tif
338_RGB.jpg,train,1ug,4,61.432861328125,D:\gs\angiogenesis data\SN3\cropped\1ug\2\2\4hr.tif
339_RGB.jpg,train,10ug,2,46.03955078125,D:\gs\angiogenesis data\SN3\cropped\10ug\2\1\2hr.tif
33_RGB.jpg,train,1ug,2,67.076904296875,D:\gs\angiogenesis data\SN4\cropped\1ug\1\3\2hr.tif
340_RGB.jpg,train,0.1ug,2,56.775146484375,D:\gs\angiogenesis data\SN3\cropped\0.1ug\2\2\2hr.tif
341_RGB.jpg,train,10ug,24,55.9775390625,D:\gs\angiogenesis data\SN3\cropped\10ug\1\2\24hr.tif
342_RGB.jpg,train,10ug,4,53.94091796875,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\4hr.tif
343_RGB.jpg,train,0.1ug,4,53.375732421875,D:\gs\angiogenesis data\SN3\cropped\0.1ug\2\2\4hr.tif
344_RGB.jpg,train,10ug,8,60.70654296875,D:\gs\angiogenesis data\SN3\cropped\10ug\2\1\8hr.tif
345_RGB.jpg,train,croppedcontrol,4,48.64453125,D:\gs\angiogenesis data\SN4\cropped\cropped control\1\4 hr.tif
346_RGB.jpg,train,10ug,4,56.799560546875,D:\gs\angiogenesis data\SN3\cropped\10ug\3\2\4hr.tif
347_RGB.jpg,train,10ug,0,53.50634765625,D:\gs\angiogenesis data\SN3\cropped\10ug\2\1\0hr.tif
348_RGB.jpg,train,0.1ug,4,65.922119140625,D:\gs\angiogenesis data\SN3\cropped\0.1ug\2\2\4hr.tif
349_RGB.jpg,train,0.1ug,8,50.91943359375,D:\gs\angiogenesis data\SN3\cropped\0.1ug\2\2\8hr.tif
34_RGB.jpg,train,1ug,0,68.741943359375,D:\gs\angiogenesis data\SN4\cropped\1ug\1\3\0hr.tif
350_RGB.jpg,train,10ug,24,58.924072265625,D:\gs\angiogenesis data\SN3\cropped\10ug\1\2\24hr.tif
351_RGB.jpg,train,control,0,44.982666015625,D:\gs\angiogenesis data\SN1\cropped\control\2\0hr.tif
352_RGB.jpg,train,1ug,2,45.698974609375,D:\gs\angiogenesis data\SN1\cropped\1ug\2\1\2hr.tif
353_RGB.jpg,train,0.1ug,2,57.67431640625,D:\gs\angiogenesis data\SN3\cropped\0.1ug\3\1\2hr.tif
354_RGB.jpg,train,10ug,2,48.479248046875,D:\gs\angiogenesis data\SN2\cropped\10ug\1\1\2hr.tif
355_RGB.jpg,train,0.1ug,4,59.28955078125,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\1\New folder\4hr.tif
356_RGB.jpg,train,10ug,8,46.410888671875,D:\gs\angiogenesis data\SN1\cropped\10ug\1\8hr.tif
357_RGB.jpg,train,1ug,2,52.908935546875,D:\gs\angiogenesis data\SN2\cropped\1ug\1\2\2hr.tif
358_RGB.jpg,train,1ug,0,38.1416015625,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\0hr.tif
359_RGB.jpg,train,10ug,8,45.26806640625,D:\gs\angiogenesis data\SN2\cropped\10ug\3\1\8hr.tif
35_RGB.jpg,train,10ug,8,80.85595703125,D:\gs\angiogenesis data\SN1\cropped\10ug\3\2\8hr.tif
360_RGB.jpg,train,10ug,8,44.219482421875,D:\gs\angiogenesis data\SN1\cropped\10ug\1\8hr.tif
361_RGB.jpg,train,0.1ug,4,66.968505859375,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\1\New folder\4hr.tif
362_RGB.jpg,train,control,24,59.236328125,D:\gs\angiogenesis data\SN1\cropped\control\2\24hr.tif
363_RGB.jpg,train,1ug,24,61.360107421875,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\24hr.tif
364_RGB.jpg,train,0.1ug,2,56.455322265625,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\2\2hr.tif
365_RGB.jpg,train,10ug,2,66.36962890625,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\2hr.tif
366_RGB.jpg,train,0.1ug,24,52.67529296875,D:\gs\angiogenesis data\SN3\cropped\0.1ug\2\2\24hr.tif
367_RGB.jpg,train,10ug,0,58.494384765625,D:\gs\angiogenesis data\SN3\cropped\10ug\3\2\0hr.tif
368_RGB.jpg,train,1ug,0,50.600830078125,D:\gs\angiogenesis data\SN4\cropped\1ug\2\2\0hr.tif
369_RGB.jpg,train,1ug,0,59.43408203125,D:\gs\angiogenesis data\SN1\cropped\1ug\2\1\0hr.tif
36_RGB.jpg,train,1ug,2,56.67822265625,D:\gs\angiogenesis data\SN4\cropped\1ug\1\3\2hr.tif
370_RGB.jpg,train,10ug,2,61.115966796875,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\2hr.tif
371_RGB.jpg,train,1ug,0,70.015625,D:\gs\angiogenesis data\SN4\cropped\1ug\2\2\0hr.tif
372_RGB.jpg,train,1ug,0,62.373046875,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\0hr.tif
373_RGB.jpg,train,10ug,0,61.525390625,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\0hr.tif
374_RGB.jpg,train,10ug,4,67.663818359375,D:\gs\angiogenesis data\SN2\cropped\10ug\1\1\4hr.tif
375_RGB.jpg,train,1ug,0,55.303955078125,D:\gs\angiogenesis data\SN4\cropped\1ug\1\3\0hr.tif
376_RGB.jpg,train,1ug,0,54.886962890625,D:\gs\angiogenesis data\SN4\cropped\1ug\1\3\0hr.tif
377_RGB.jpg,train,croppedcontrol,8,60.256103515625,D:\gs\angiogenesis data\SN4\cropped\cropped control\1\8 hr.tif
378_RGB.jpg,train,1ug,0,54.206787109375,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\0hr.tif
379_RGB.jpg,train,10ug,2,57.611572265625,D:\gs\angiogenesis data\SN3\cropped\10ug\1\1\2hr.tif
37_RGB.jpg,train,1ug,0,61.7568359375,D:\gs\angiogenesis data\SN2\cropped\1ug\2\2\0hr.tif
380_RGB.jpg,train,control,24,64.42333984375,D:\gs\angiogenesis data\SN1\cropped\control\2\24hr.tif
381_RGB.jpg,train,1ug,0,58.0224609375,D:\gs\angiogenesis data\SN1\cropped\1ug\2\1\0hr.tif
382_RGB.jpg,train,10ug,0,64.037109375,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\0hr.tif
383_RGB.jpg,train,1ug,0,43.67138671875,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\0hr.tif
384_RGB.jpg,train,1ug,4,52.60595703125,D:\gs\angiogenesis data\SN2\cropped\1ug\3\2\4hr.tif
385_RGB.jpg,train,1ug,4,52.683837890625,D:\gs\angiogenesis data\SN2\cropped\1ug\3\2\4hr.tif
386_RGB.jpg,train,10ug,0,70.18212890625,D:\gs\angiogenesis data\SN1\cropped\10ug\2\1\0hr.tif
387_RGB.jpg,train,10ug,24,66.326904296875,D:\gs\angiogenesis data\SN1\cropped\10ug\2\1\24hr.tif
388_RGB.jpg,train,0.1ug,2,67.065673828125,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\2\2hr.tif
389_RGB.jpg,train,1ug,4,55.79541015625,D:\gs\angiogenesis data\SN2\cropped\1ug\3\2\4hr.tif
38_RGB.jpg,train,1ug,8,67.46240234375,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\8hr.tif
390_RGB.jpg,train,0.1ug,4,61.471435546875,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\1\New folder\4hr.tif
391_RGB.jpg,train,1ug,0,65.598876953125,D:\gs\angiogenesis data\SN4\cropped\1ug\3\2\0hr.tif
392_RGB.jpg,train,0.1ug,24,54.899169921875,D:\gs\angiogenesis data\SN3\cropped\0.1ug\2\2\24hr.tif
393_RGB.jpg,train,10ug,8,63.486083984375,D:\gs\angiogenesis data\SN4\cropped\10 ug\1\2\8hr.tif
394_RGB.jpg,train,1ug,0,42.619873046875,D:\gs\angiogenesis data\SN4\cropped\1ug\2\2\0hr.tif
395_RGB.jpg,train,1ug,0,59.19189453125,D:\gs\angiogenesis data\SN2\cropped\1ug\3\2\0h.tif
396_RGB.jpg,train,10ug,24,64.68359375,D:\gs\angiogenesis data\SN1\cropped\10ug\2\2\24hr.tif
397_RGB.jpg,train,0.1ug,0,54.324951171875,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\2\0hr.tif
398_RGB.jpg,train,1ug,4,57.90380859375,D:\gs\angiogenesis data\SN2\cropped\1ug\3\2\4hr.tif
399_RGB.jpg,train,0.1ug,2,61.843505859375,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\2\2hr.tif
39_RGB.jpg,train,10ug,8,82.705322265625,D:\gs\angiogenesis data\SN1\cropped\10ug\3\2\8hr.tif
3_RGB.jpg,train,1ug,24,53.6484375,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\24hr.tif
400_RGB.jpg,train,1ug,8,55.276611328125,D:\gs\angiogenesis data\SN4\cropped\1ug\3\2\8hr.tif
401_RGB.jpg,train,0.1ug,24,69.699462890625,D:\gs\angiogenesis data\SN1\cropped\0.1ug\3\2\24hr.tif
402_RGB.jpg,train,0.1ug,2,67.36376953125,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\2\2hr.tif
403_RGB.jpg,train,1ug,2,67.205810546875,D:\gs\angiogenesis data\SN3\cropped\1ug\3\2\2hr.tif
404_RGB.jpg,train,1ug,0,61.05517578125,D:\gs\angiogenesis data\SN4\cropped\1ug\2\2\0hr.tif
405_RGB.jpg,train,10ug,2,68.9638671875,D:\gs\angiogenesis data\SN3\cropped\10ug\1\1\2hr.tif
406_RGB.jpg,train,10ug,0,63.653564453125,D:\gs\angiogenesis data\SN2\cropped\10ug\2\1\0hr was dead at 32 infacted.tif
407_RGB.jpg,train,1ug,4,63.297119140625,D:\gs\angiogenesis data\SN2\cropped\1ug\3\2\4hr.tif
408_RGB.jpg,train,1ug,2,63.64794921875,D:\gs\angiogenesis data\SN2\cropped\1ug\3\2\2hr.tif
409_RGB.jpg,train,10ug,8,62.621337890625,D:\gs\angiogenesis data\SN1\cropped\10ug\1\8hr.tif
40_RGB.jpg,train,1ug,2,55.02880859375,D:\gs\angiogenesis data\SN3\cropped\1ug\3\2\2hr.tif
410_RGB.jpg,train,10ug,0,71.505859375,D:\gs\angiogenesis data\SN2\cropped\10ug\1\1\0hr.tif
411_RGB.jpg,train,1ug,8,54.400634765625,D:\gs\angiogenesis data\SN1\cropped\1ug\2\1\8hr.tif
412_RGB.jpg,train,1ug,0,65.33935546875,D:\gs\angiogenesis data\SN1\cropped\1ug\2\1\0hr.tif
413_RGB.jpg,train,1ug,0,50.3759765625,D:\gs\angiogenesis data\SN4\cropped\1ug\1\3\0hr.tif
414_RGB.jpg,train,1ug,0,63.8037109375,D:\gs\angiogenesis data\SN1\cropped\1ug\2\1\0hr.tif
415_RGB.jpg,train,1ug,8,49.25634765625,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\8hr.tif
416_RGB.jpg,train,1ug,24,60.2880859375,D:\gs\angiogenesis data\SN4\cropped\1ug\1\1\24hr.tif
417_RGB.jpg,train,1ug,8,53.426513671875,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\8hr.tif
418_RGB.jpg,train,1ug,0,60.65625,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\0hr.tif
419_RGB.jpg,train,1ug,0,56.3818359375,D:\gs\angiogenesis data\SN1\cropped\1ug\2\1\0hr.tif
41_RGB.jpg,train,1ug,0,55.316650390625,D:\gs\angiogenesis data\SN3\cropped\1ug\3\2\0hr.tif
420_RGB.jpg,train,1ug,0,60.26416015625,D:\gs\angiogenesis data\SN4\cropped\1ug\1\3\0hr.tif
421_RGB.jpg,train,10ug,4,48.35302734375,D:\gs\angiogenesis data\SN1\cropped\10ug\1\4hr.tif
422_RGB.jpg,train,1ug,2,57.968017578125,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\2hr.tif
423_RGB.jpg,train,1ug,0,49.591552734375,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\0hr.tif
424_RGB.jpg,train,0.1ug,0,67.01416015625,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\1\0hr.tif
425_RGB.jpg,train,1ug,0,55.41015625,D:\gs\angiogenesis data\SN2\cropped\1ug\2\2\0hr.tif
426_RGB.jpg,train,1ug,2,70.77001953125,D:\gs\angiogenesis data\SN2\cropped\1ug\2\1\2hr.tif
427_RGB.jpg,train,10ug,0,56.80322265625,D:\gs\angiogenesis data\SN2\cropped\10ug\1\1\0hr.tif
428_RGB.jpg,train,1ug,24,63.53466796875,D:\gs\angiogenesis data\SN4\cropped\1ug\1\1\24hr.tif
429_RGB.jpg,train,1ug,0,46.832763671875,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\0hr.tif
42_RGB.jpg,train,10ug,2,60.369873046875,D:\gs\angiogenesis data\SN2\cropped\10ug\1\1\2hr.tif
430_RGB.jpg,train,1ug,2,61.7705078125,D:\gs\angiogenesis data\SN4\cropped\1ug\1\3\2hr.tif
431_RGB.jpg,train,10ug,8,70.203125,D:\gs\angiogenesis data\SN1\cropped\10ug\1\8hr.tif
432_RGB.jpg,train,1ug,0,52.568603515625,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\0hr.tif
433_RGB.jpg,train,0.1ug,0,71.57421875,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\2\0hr.tif
434_RGB.jpg,train,1ug,24,60.608154296875,D:\gs\angiogenesis data\SN4\cropped\1ug\1\1\24hr.tif
435_RGB.jpg,train,0.1ug,2,69.490478515625,D:\gs\angiogenesis data\SN2\cropped\0.1ug\3\2\2hr.tif
436_RGB.jpg,train,control,24,70.453369140625,D:\gs\angiogenesis data\SN1\cropped\control\2\24hr.tif
437_RGB.jpg,train,10ug,0,72.25830078125,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\0hr.tif
438_RGB.jpg,train,1ug,0,55.05126953125,D:\gs\angiogenesis data\SN2\cropped\1ug\2\1\0hr.tif
439_RGB.jpg,train,10ug,0,70.126708984375,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\0hr.tif
43_RGB.jpg,train,1ug,4,62.26806640625,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\4hr.tif
440_RGB.jpg,train,1ug,8,53.7548828125,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\8hr.tif
441_RGB.jpg,train,1ug,8,55.469482421875,D:\gs\angiogenesis data\SN4\cropped\1ug\3\2\8hr.tif
442_RGB.jpg,train,10ug,8,50.08251953125,D:\gs\angiogenesis data\SN1\cropped\10ug\1\8hr.tif
443_RGB.jpg,train,control,8,66.17138671875,D:\gs\angiogenesis data\SN2\cropped\control\1\8hr.tif
444_RGB.jpg,train,1ug,4,55.042236328125,D:\gs\angiogenesis data\SN2\cropped\1ug\3\1\4hr.tif
445_RGB.jpg,train,1ug,24,57.164306640625,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\24hr.tif
446_RGB.jpg,train,control,2,63.578125,D:\gs\angiogenesis data\SN3\cropped\control\2\2hr.tif
447_RGB.jpg,train,control,2,58.816650390625,D:\gs\angiogenesis data\SN3\cropped\control\2\2hr.tif
448_RGB.jpg,train,10ug,2,53.7763671875,D:\gs\angiogenesis data\SN3\cropped\10ug\2\1\2hr.tif
449_RGB.jpg,train,control,2,66.905517578125,D:\gs\angiogenesis data\SN3\cropped\control\2\2hr.tif
44_RGB.jpg,train,10ug,2,46.50048828125,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\2hr.tif
450_RGB.jpg,train,10ug,24,68.95263671875,D:\gs\angiogenesis data\SN3\cropped\10ug\1\1\24hr.tif
451_RGB.jpg,train,10ug,2,64.835693359375,D:\gs\angiogenesis data\SN3\cropped\10ug\3\1\2hr.tif
452_RGB.jpg,train,10ug,8,62.65869140625,D:\gs\angiogenesis data\SN1\cropped\10ug\1\8hr.tif
453_RGB.jpg,train,1ug,0,77.01220703125,D:\gs\angiogenesis data\SN4\cropped\1ug\3\2\0hr.tif
454_RGB.jpg,train,control,0,77.15185546875,D:\gs\angiogenesis data\SN3\cropped\control\2\0hr.tif
455_RGB.jpg,train,10ug,0,56.69921875,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\0hr.tif
456_RGB.jpg,train,1ug,4,58.62353515625,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\4hr.tif
457_RGB.jpg,train,1ug,0,74.255615234375,D:\gs\angiogenesis data\SN3\cropped\1ug\2\2\0hr.tif
458_RGB.jpg,train,0.1ug,8,72.3623046875,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\1\8hr.tif
459_RGB.jpg,train,croppedcontrol,0,75.696533203125,D:\gs\angiogenesis data\SN4\cropped\cropped control\1\0hr.tif
45_RGB.jpg,train,10ug,2,53.35595703125,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\2hr.tif
460_RGB.jpg,train,0.1ug,0,65.953369140625,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\2\0hr.tif
461_RGB.jpg,train,10ug,8,49.7666015625,D:\gs\angiogenesis data\SN1\cropped\10ug\1\8hr.tif
462_RGB.jpg,train,croppedcontrol,0,73.598876953125,D:\gs\angiogenesis data\SN4\cropped\cropped control\2\0hr1.tif
463_RGB.jpg,train,10ug,2,76.672119140625,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\2hr.tif
464_RGB.jpg,train,10ug,0,80.399658203125,D:\gs\angiogenesis data\SN3\cropped\10ug\3\1\0 hr.tif
465_RGB.jpg,train,1ug,0,66.65673828125,D:\gs\angiogenesis data\SN4\cropped\1ug\2\2\0hr.tif
466_RGB.jpg,train,1ug,24,52.509765625,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\24hr.tif
467_RGB.jpg,train,10ug,4,73.09033203125,D:\gs\angiogenesis data\SN2\cropped\10ug\1\2\4hr.tif
468_RGB.jpg,train,10ug,8,84.312744140625,D:\gs\angiogenesis data\SN4\cropped\10 ug\2\2\8hr.tif (green).tif
469_RGB.jpg,train,1ug,2,67.5390625,D:\gs\angiogenesis data\SN2\cropped\1ug\3\2\2hr.tif
46_RGB.jpg,train,1ug,4,58.1826171875,D:\gs\angiogenesis data\SN2\cropped\1ug\3\1\4hr.tif
470_RGB.jpg,train,1ug,24,53.126220703125,D:\gs\angiogenesis data\SN4\cropped\1ug\2\1\24hr.tif
471_RGB.jpg,train,1ug,2,87.8388671875,D:\gs\angiogenesis data\SN3\cropped\1ug\2\2\2hr.tif
472_RGB.jpg,train,1ug,0,69.945556640625,D:\gs\angiogenesis data\SN1\cropped\1ug\2\1\0hr.tif
473_RGB.jpg,train,0.1ug,4,73.960205078125,D:\gs\angiogenesis data\SN1\cropped\0.1ug\1\2\4hr.tif
474_RGB.jpg,train,10ug,4,49.893798828125,D:\gs\angiogenesis data\SN2\cropped\10ug\3\1\4hr.tif
475_RGB.jpg,train,1ug,0,72.354736328125,D:\gs\angiogenesis data\SN1\cropped\1ug\2\1\0hr.tif
476_RGB.jpg,train,croppedcontrol,2,64.688232421875,D:\gs\angiogenesis data\SN4\cropped\cropped control\2\2hr1.tif
477_RGB.jpg,train,control,2,59.004150390625,D:\gs\angiogenesis data\SN3\cropped\control\2\2hr.tif
478_RGB.jpg,train,10ug,0,54.421142578125,D:\gs\angiogenesis data\SN3\cropped\10ug\2\1\0hr.tif
479_RGB.jpg,train,10ug,4,63.690673828125,D:\gs\angiogenesis data\SN2\cropped\10ug\1\1\4hr.tif
47_RGB.jpg,train,0.1ug,4,59.327392578125,D:\gs\angiogenesis data\SN2\cropped\0.1ug\2\1\New folder\4hr.tif
480_RGB.jpg,train,1ug,4,74.264404296875,D:\gs\angiogenesis data\SN3\cropped\1ug\2\2\4hr.tif
481_RGB.jpg,train,control,8,62.72900390625,D:\gs\angiogenesis data\SN3\cropped\control\2\8hr.tif
482_RGB.jpg,train,10ug,0,64.193115234375,D:\gs\angiogenesis data\SN4\cropped\10 ug\1\1\0hr.tif
483_RGB.jpg,train,10ug,24,63.75634765625,D:\gs\angiogenesis data\SN3\cropped\10ug\1\1\24hr.tif
484_RGB.jpg,train,10ug,8,49.59033203125,D:\gs\angiogenesis data\SN2\cropped\10ug\2\2\8hr.tif
485_RGB.jpg,train,10ug,8,63.842041015625,D:\gs\angiogenesis data\SN2\cropped\10ug\1\1\8hr.tif
486_RGB.jpg,train,10ug,0,67.287353515625,D:\gs\angiogenesis data\SN4\cropped\10 ug\2\1\0hr.tif
487_RGB.jpg,train,control,2,63.193115234375,D:\gs\angiogenesis data\SN3\cropped\control\2\2hr.tif
488_RGB.jpg,train,1ug,0,61.708984375,D:\gs\angiogenesis data\SN4\cropped\1ug\1\1\0hr.tif
489_RGB.jpg,train,10ug,0,68.78271484375,D:\gs\angiogenesis data\SN3\cropped\10ug\2\1\0hr.tif
48_RGB.jpg,train,10ug,24,69.17822265625,D:\gs\angiogenesis data\SN3\cropped\10ug\1\1\24hr.tif
490_RGB.jpg,train,10ug,8,50.4990234375,D:\gs\angiogenesis data\SN1\cropped\10ug\1\8hr.tif
491_RGB.jpg,train,1ug,2,63.647705078125,D:\gs\angiogenesis data\SN4\cropped\1ug\2\2\2hr.tif
492_RGB.jpg,train,10ug,2,58.91259765625,D:\gs\angiogenesis data\SN4\cropped\10 ug\2\1\2hr.tif
493_RGB.jpg,train,1ug,2,49.600341796875,D:\gs\angiogenesis data\SN4\cropped\1ug\1\2\2hr.tif
494_RGB.jpg,train,1ug,8,81.72119140625,D:\gs\angiogenesis data\SN3\cropped\1ug\2\0\8hr.tif
495_RGB.jpg,train,10ug,24,74.5927734375,D:\gs\angiogenesis data\SN3\cropped\10ug\2\1\24hr.tif
496_RGB.jpg,train,1ug,2,51.32080078125,D:\gs\angiogenesis data\SN4\cropped\1ug\1\2\2hr.tif
497_RGB.jpg,train,10ug,24,57.21826171875,D:\gs\angiogenesis data\SN4\cropped\10 ug\2\2\24hr.tif (green).tif
498_RGB.jpg,train,control,4,67.958984375,D:\gs\angiogenesis data\SN3\cropped\control\2\4hr.tif
499_RGB.jpg,train,1ug,2,55.249755859375,D:\gs\angiogenesis data\SN4\cropped\1ug\1\1\2hr.tif
49_RGB.jpg,train,0.1ug,32,71.189208984375,D:\gs\angiogenesis data\SN2\cropped\0.1ug\1\1\32hr.tif
4_RGB.jpg,train,10ug,4,49.33544921875,D:\gs\angiogenesis data\SN1\cropped\10ug\1\4hr.tif
500_RGB.jpg,train,1ug,2,67.89306640625,D:\gs\angiogenesis data\SN3\cropped\1ug\1\1\2hr.tif
50_RGB.jpg,train,10ug,4,57.0849609375,D:\gs\angiogenesis data\SN3\cropped\10ug\2\1\4hr.tif
51_RGB.jpg,train,1ug,24,68.195068359375,D:\gs\angiogenesis data\SN3\cropped\1ug\2\2\24hr.tif
